entity	relation	tag
2452	taggedAs	9378
591	people.person.place_of_birth	4057
2603	people.person.place_of_birth	3895
26	taggedAs	9380
2464	taggedAs	9914
2892	film.person_or_entity_appearing_in_film.film	6332
2254	taggedAs	9663
2877	film.actor.film	5493
2989	music.artist.origin	4046
1165	music.artist.origin	4024
951	taggedAs	9523
52	film.actor.film	5534
1360	film.person_or_entity_appearing_in_film.film	7903
410	film.person_or_entity_appearing_in_film.film	6879
3785	taggedAs	9716
883	taggedAs	9660
1513	taggedAs	9385
22	taggedAs	9602
2241	film.distributor.film	6846
161	taggedAs	9559
1417	taggedAs	21652
3428	taggedAs	9466
1817	film.actor.film	6453
604	music.artist.origin	4816
2635	film.actor.film	7396
378	taggedAs	9660
2460	film.actor.film	5633
1590	taggedAs	10034
241	film.person_or_entity_appearing_in_film.film	8240
1772	film.actor.film	6758
2549	taggedAs	9544
945	taggedAs	9545
2241	film.production_company.film	7725
484	film.actor.film	5994
89	taggedAs	9473
1405	taggedAs	9445
1239	taggedAs	9442
2241	film.distributor.film	5705
3784	film.writer.film	4716
2535	film.person_or_entity_appearing_in_film.film	7591
2088	taggedAs	9454
1954	film.actor.film	6897
964	people.person.place_of_birth	5662
3605	music.artist.origin	4362
1398	taggedAs	9397
3738	games.publisher.games_published	8615
3248	music.artist.album	4146
156	taggedAs	9673
2694	taggedAs	9397
2635	film.person_or_entity_appearing_in_film.film	4467
79	film.person_or_entity_appearing_in_film.film	4025
3738	cvg.publisher.games_published	5462
922	taggedAs	9570
43	taggedAs	9595
3498	film.person_or_entity_appearing_in_film.film	3909
2290	taggedAs	9448
3800	taggedAs	9494
3099	music.artist.origin	4150
2973	music.artist.origin	4876
865	taggedAs	13022
2071	taggedAs	9388
959	film.actor.film	7209
1229	film.person_or_entity_appearing_in_film.film	5454
1154	film.person_or_entity_appearing_in_film.film	7817
3040	film.actor.film	7698
2635	film.person_or_entity_appearing_in_film.film	4647
2263	taggedAs	9498
1080	taggedAs	9673
1164	taggedAs	9365
207	taggedAs	9454
3558	taggedAs	9382
482	taggedAs	9386
1336	taggedAs	9559
353	taggedAs	9437
130	taggedAs	11334
793	film.actor.film	4281
1445	taggedAs	9750
3204	film.actor.film	9164
2635	film.person_or_entity_appearing_in_film.film	6877
16	music.artist.origin	6694
1579	film.actor.film	5587
2232	film.person_or_entity_appearing_in_film.film	8181
1262	taggedAs	9629
2260	music.artist.album	4577
581	taggedAs	9425
294	film.person_or_entity_appearing_in_film.film	4184
1887	taggedAs	9437
1513	taggedAs	9377
102	taggedAs	19129
2483	film.actor.film	5176
548	film.actor.film	8963
1473	film.person_or_entity_appearing_in_film.film	7768
941	taggedAs	9546
942	taggedAs	9389
377	taggedAs	9557
3350	taggedAs	9447
2295	taggedAs	17229
3350	taggedAs	9670
240	taggedAs	9437
2147	taggedAs	9437
2058	taggedAs	9498
1980	music.artist.origin	4357
118	taggedAs	9577
3662	taggedAs	9389
126	taggedAs	10091
3001	people.person.place_of_birth	6457
2635	film.actor.film	4905
994	taggedAs	9552
163	taggedAs	11506
96	taggedAs	9437
0	taggedAs	9939
305	taggedAs	15847
185	taggedAs	17667
161	taggedAs	9890
1133	taggedAs	9716
2028	taggedAs	19949
3678	cvg.computer_videogame.publisher	4727
1695	film.actor.film	7525
407	taggedAs	17301
401	music.artist.origin	4391
2512	taggedAs	9559
2494	film.person_or_entity_appearing_in_film.film	4652
286	taggedAs	17416
254	taggedAs	10319
2033	music.artist.origin	4499
2750	film.film.genre	4062
1157	film.actor.film	9189
27	taggedAs	9385
1358	film.person_or_entity_appearing_in_film.film	5680
47	taggedAs	9533
2241	film.production_company.film	7520
893	film.actor.film	9036
114	taggedAs	14320
3368	music.artist.origin	4058
654	taggedAs	11503
3440	taggedAs	9452
343	taggedAs	13692
3364	film.person_or_entity_appearing_in_film.film	9198
1507	taggedAs	9740
1944	taggedAs	16838
1162	music.artist.origin	4008
551	taggedAs	9555
3321	film.person_or_entity_appearing_in_film.film	9010
3061	taggedAs	9403
105	taggedAs	9382
121	taggedAs	9443
437	film.actor.film	8992
859	taggedAs	9443
1510	taggedAs	13813
1736	music.artist.origin	4191
379	film.person_or_entity_appearing_in_film.film	8684
901	film.director.film	5290
297	taggedAs	19952
982	taggedAs	11131
2743	taggedAs	9656
2359	taggedAs	9580
1157	film.editor.film	4906
2206	film.person_or_entity_appearing_in_film.film	4742
3373	music.artist.origin	4087
2677	film.person_or_entity_appearing_in_film.film	4786
1925	taggedAs	9494
2295	taggedAs	14468
442	taggedAs	9891
445	taggedAs	9443
3787	taggedAs	9555
1258	taggedAs	9753
3755	taggedAs	9580
686	taggedAs	9555
1386	taggedAs	9545
944	taggedAs	9491
1609	taggedAs	9494
2953	taggedAs	10716
672	film.person_or_entity_appearing_in_film.film	5535
267	taggedAs	9670
1567	music.musician.instruments_played	5619
177	taggedAs	9388
3484	taggedAs	9551
2150	taggedAs	11610
602	film.actor.film	6661
865	taggedAs	17869
1778	taggedAs	10736
3582	film.person_or_entity_appearing_in_film.film	3960
591	film.person_or_entity_appearing_in_film.film	5825
111	taggedAs	9431
2020	taggedAs	9443
171	taggedAs	11118
3235	film.person_or_entity_appearing_in_film.film	4993
3736	taggedAs	9437
861	taggedAs	9403
1868	taggedAs	9445
2241	film.production_company.film	8178
1889	taggedAs	9570
903	taggedAs	9379
3307	film.actor.film	6940
3655	taggedAs	9401
672	film.actor.film	8537
161	taggedAs	9660
43	taggedAs	9577
1709	taggedAs	12909
47	taggedAs	10809
115	taggedAs	14084
157	film.person_or_entity_appearing_in_film.film	5533
1157	film.actor.film	5054
665	taggedAs	9467
2961	music.artist.origin	4362
2649	taggedAs	9931
2514	taggedAs	9545
1408	film.actor.film	6499
3682	taggedAs	9442
2356	music.artist.origin	4050
1092	taggedAs	9755
1633	film.actor.film	6054
2162	taggedAs	13913
99	taggedAs	9598
1405	taggedAs	9656
2311	taggedAs	9668
3508	taggedAs	9466
2530	music.artist.origin	6636
655	taggedAs	12372
3738	cvg.publisher.games_published	8615
715	taggedAs	10163
3390	film.actor.film	4101
2531	film.person_or_entity_appearing_in_film.film	9139
2348	music.artist.origin	4852
600	music.artist.album	4495
1114	taggedAs	9384
385	film.person_or_entity_appearing_in_film.film	6483
499	taggedAs	9381
528	taggedAs	9545
147	film.actor.film	7414
1605	music.artist.origin	4583
2130	film.person_or_entity_appearing_in_film.film	4823
111	taggedAs	11974
1624	taggedAs	9716
1114	taggedAs	10190
1468	taggedAs	9891
206	film.person_or_entity_appearing_in_film.film	5197
499	taggedAs	9872
557	film.actor.film	4282
3248	award.competitor.awards_won	3928
127	taggedAs	13775
3558	taggedAs	9673
478	taggedAs	15534
3792	film.actor.film	3965
1095	taggedAs	9580
2811	music.artist.origin	5009
892	taggedAs	9494
1806	film.actor.film	4202
834	taggedAs	10650
2241	film.production_company.film	6339
3635	taggedAs	9382
110	taggedAs	9606
1633	film.person_or_entity_appearing_in_film.film	6054
726	taggedAs	9365
1324	taggedAs	9466
235	taggedAs	9710
884	taggedAs	11555
2998	film.actor.film	4326
1712	taggedAs	16617
224	taggedAs	15993
2364	taggedAs	9425
543	taggedAs	9369
775	taggedAs	9591
3132	film.actor.film	6335
3701	film.actor.film	8347
645	film.actor.film	5986
2554	taggedAs	9845
377	taggedAs	9570
1787	taggedAs	9388
3822	film.actor.film	6046
1473	film.actor.film	4569
250	taggedAs	19004
118	taggedAs	10126
1141	taggedAs	9494
1269	music.artist.origin	3961
2139	taggedAs	10811
882	taggedAs	11176
91	taggedAs	17667
508	taggedAs	9390
392	taggedAs	19191
2157	taggedAs	9710
2712	taggedAs	10099
1473	film.person_or_entity_appearing_in_film.film	4120
2871	music.artist.origin	3946
75	taggedAs	10004
22	taggedAs	9445
2919	taggedAs	9491
3504	people.person.nationality	3961
1473	film.actor.film	8489
791	film.actor.film	4082
1407	film.actor.film	4923
2852	taggedAs	9382
472	people.person.place_of_birth	3914
919	taggedAs	9872
1585	taggedAs	9382
356	taggedAs	9734
456	taggedAs	10200
3151	taggedAs	10200
274	taggedAs	9555
901	taggedAs	19127
3840	people.person.place_of_birth	4445
3168	music.artist.origin	4108
1299	film.person_or_entity_appearing_in_film.film	6841
824	taggedAs	9382
67	film.actor.film	6208
111	taggedAs	9397
2986	people.deceased_person.place_of_death	4191
3206	taggedAs	9425
79	taggedAs	10130
3640	taggedAs	9451
2065	taggedAs	9468
724	taggedAs	9437
498	taggedAs	9670
2796	taggedAs	9466
619	film.actor.film	4384
3598	film.person_or_entity_appearing_in_film.film	6063
469	taggedAs	9498
42	taggedAs	9593
901	film.actor.film	3987
934	taggedAs	9639
1442	taggedAs	9371
2961	taggedAs	9448
426	taggedAs	12898
3040	film.actor.film	5761
460	taggedAs	9398
556	film.actor.film	5601
1624	film.actor.film	4790
1201	music.artist.origin	6128
447	film.actor.film	5419
1181	taggedAs	9498
597	film.actor.film	5150
2449	film.person_or_entity_appearing_in_film.film	4645
66	taggedAs	9593
2661	taggedAs	9389
79	film.actor.film	5894
128	film.person_or_entity_appearing_in_film.film	6467
2195	taggedAs	13720
674	taggedAs	9716
245	music.artist.origin	3961
2449	film.actor.film	4645
1044	award.nominee.award_nominations	6828
1526	taggedAs	10193
1312	taggedAs	10163
442	taggedAs	9555
2597	film.person_or_entity_appearing_in_film.film	6540
67	film.actor.film	5378
34	taggedAs	9452
1361	film.actor.film	6784
802	taggedAs	9549
1412	film.person_or_entity_appearing_in_film.film	4015
3588	film.person_or_entity_appearing_in_film.film	4780
1512	music.artist.origin	4183
151	taggedAs	13016
27	taggedAs	9559
1950	taggedAs	9382
1556	taggedAs	21102
2419	film.person_or_entity_appearing_in_film.film	5651
767	film.person_or_entity_appearing_in_film.film	7563
959	taggedAs	9909
735	film.actor.film	7854
243	taggedAs	9440
380	taggedAs	9442
2065	taggedAs	9494
1519	taggedAs	9548
2125	film.person_or_entity_appearing_in_film.film	4491
2269	taggedAs	9466
2053	film.actor.film	5323
3676	taggedAs	11432
997	film.actor.film	4953
2402	people.person.place_of_birth	5872
1974	taggedAs	21629
1506	film.person_or_entity_appearing_in_film.film	7159
2254	taggedAs	9753
462	taggedAs	9377
133	taggedAs	10460
250	taggedAs	13334
3738	cvg.publisher.games_published	6724
812	people.deceased_person.place_of_death	5258
1707	taggedAs	10004
49	film.person_or_entity_appearing_in_film.film	8895
901	film.actor.film	8568
2719	taggedAs	9388
2559	taggedAs	9545
3498	taggedAs	12914
2058	taggedAs	9491
2080	taggedAs	9388
447	people.person.place_of_birth	3916
3290	taggedAs	10102
1205	taggedAs	9531
190	taggedAs	9443
474	taggedAs	10637
3498	film.actor.film	6251
506	music.artist.origin	5873
1702	taggedAs	9456
2206	film.actor.film	8631
504	music.artist.origin	5405
2415	film.person_or_entity_appearing_in_film.film	8470
699	music.artist.origin	6358
3579	film.actor.film	6617
997	film.actor.film	9117
2888	taggedAs	11428
821	taggedAs	9382
3121	film.person_or_entity_appearing_in_film.film	5111
2635	film.person_or_entity_appearing_in_film.film	7693
2031	taggedAs	9551
1146	music.artist.origin	3916
3738	cvg.publisher.games_published	7320
1420	music.artist.origin	5845
773	taggedAs	9456
3321	film.actor.film	3868
471	taggedAs	10187
2047	taggedAs	9413
878	taggedAs	9660
3484	taggedAs	9377
305	taggedAs	9437
3321	film.person_or_entity_appearing_in_film.film	7823
257	taggedAs	10957
325	taggedAs	9750
3026	film.actor.film	6558
774	film.actor.film	5156
2996	taggedAs	12116
792	taggedAs	9487
2875	taggedAs	16188
1798	film.person_or_entity_appearing_in_film.film	8758
3579	taggedAs	9750
1218	taggedAs	10094
480	taggedAs	9750
357	taggedAs	9454
1417	taggedAs	9389
3371	people.deceased_person.place_of_death	4057
602	music.artist.track	8541
2709	taggedAs	15668
1190	taggedAs	10360
956	music.artist.origin	4183
1817	film.actor.film	8122
413	film.actor.film	8688
1711	taggedAs	12904
106	taggedAs	11479
662	film.person_or_entity_appearing_in_film.film	4467
223	taggedAs	9448
1278	taggedAs	9909
2487	film.actor.film	8526
2737	film.actor.film	6129
1355	film.person_or_entity_appearing_in_film.film	8506
988	people.person.place_of_birth	3887
197	taggedAs	9559
2341	film.actor.film	8534
3098	taggedAs	10471
732	taggedAs	9410
1166	taggedAs	9365
2663	music.artist.origin	4050
2665	taggedAs	9378
279	film.actor.film	7561
2276	film.person_or_entity_appearing_in_film.film	7838
3354	taggedAs	9434
156	taggedAs	9728
3297	film.actor.film	9138
1719	taggedAs	10194
3665	people.deceased_person.place_of_death	3864
3559	film.person_or_entity_appearing_in_film.film	6600
156	taggedAs	9990
1202	taggedAs	9403
1475	film.actor.film	7886
2297	taggedAs	12900
1393	film.person_or_entity_appearing_in_film.film	9263
617	taggedAs	9685
25	taggedAs	9716
752	taggedAs	9397
2711	film.person_or_entity_appearing_in_film.film	5263
1473	film.actor.film	4250
1256	music.artist.origin	4277
152	taggedAs	9388
1664	taggedAs	12090
2780	music.artist.album	6148
1248	film.person_or_entity_appearing_in_film.film	4328
314	taggedAs	9378
697	taggedAs	9753
2660	taggedAs	9397
2241	film.distributor.film	4573
1181	taggedAs	9494
1256	taggedAs	9558
366	film.person_or_entity_appearing_in_film.film	8357
283	music.musician.instruments_played	6942
2763	people.deceased_person.place_of_death	4013
1464	film.actor.film	5968
1514	taggedAs	10902
2587	taggedAs	9660
1266	people.person.place_of_birth	4191
31	taggedAs	9379
581	music.artist.origin	4991
1922	taggedAs	9397
1092	taggedAs	9443
260	music.artist.origin	3864
1988	taggedAs	9540
268	taggedAs	9595
2453	taggedAs	9716
2325	taggedAs	21572
3706	taggedAs	9734
801	taggedAs	9413
2892	taggedAs	13022
2521	music.artist.origin	5873
275	taggedAs	11315
486	taggedAs	9386
688	taggedAs	11568
1497	people.person.place_of_birth	3895
1015	taggedAs	9598
128	taggedAs	9456
2661	taggedAs	9443
2241	film.distributor.film	9046
53	taggedAs	17425
1218	taggedAs	9921
543	music.artist.origin	4454
47	taggedAs	9558
1141	taggedAs	9388
1748	taggedAs	9365
1031	taggedAs	9577
2919	taggedAs	9378
2074	taggedAs	9437
2591	taggedAs	15620
2636	film.actor.film	4339
707	taggedAs	9558
298	taggedAs	9751
1604	taggedAs	9673
3460	film.actor.film	5042
3657	taggedAs	9531
3642	taggedAs	9906
1257	taggedAs	9485
495	taggedAs	9656
714	taggedAs	9442
2487	film.actor.film	5506
2833	taggedAs	9433
2833	taggedAs	9447
2709	taggedAs	10716
96	taggedAs	10602
1589	taggedAs	9491
2732	film.actor.film	4136
1483	taggedAs	10299
757	taggedAs	9716
1936	film.person_or_entity_appearing_in_film.film	5966
276	taggedAs	9965
79	film.person_or_entity_appearing_in_film.film	9314
3484	taggedAs	9934
848	film.person_or_entity_appearing_in_film.film	9331
3397	taggedAs	9377
775	taggedAs	9472
2353	taggedAs	9445
1840	film.actor.film	6748
1484	taggedAs	9451
2241	film.distributor.film	7917
1120	taggedAs	9544
3133	film.actor.film	4866
481	taggedAs	9498
2801	music.artist.origin	7359
135	film.person_or_entity_appearing_in_film.film	7919
1342	taggedAs	9442
633	film.actor.film	6971
2914	film.actor.film	5929
1457	taggedAs	10192
87	taggedAs	9872
865	taggedAs	9443
2445	music.artist.origin	4991
395	taggedAs	9558
2241	film.production_company.film	7419
2611	taggedAs	9394
906	taggedAs	9437
2260	taggedAs	9388
75	taggedAs	10026
3202	people.deceased_person.place_of_death	9242
1401	taggedAs	9656
890	taggedAs	9556
345	music.artist.origin	3961
917	taggedAs	9473
3548	film.actor.film	7767
3681	taggedAs	9451
3770	taggedAs	10214
1121	music.artist.origin	4217
159	taggedAs	9728
2084	film.actor.film	4812
3484	taggedAs	11636
2030	taggedAs	9708
591	film.actor.film	6037
2058	film.person_or_entity_appearing_in_film.film	5310
3733	film.actor.film	7562
81	taggedAs	9595
1476	taggedAs	9378
1088	music.artist.origin	4174
1586	taggedAs	9491
24	taggedAs	12251
288	taggedAs	9388
293	music.artist.origin	4294
499	taggedAs	9555
2387	film.actor.film	5785
948	taggedAs	10214
2708	taggedAs	11482
79	film.actor.film	4614
161	taggedAs	11044
436	film.person_or_entity_appearing_in_film.film	7142
3707	music.artist.origin	4471
1549	taggedAs	9388
519	taggedAs	9934
3165	film.person_or_entity_appearing_in_film.film	8425
973	taggedAs	9442
1045	taggedAs	10091
1057	taggedAs	19456
1354	taggedAs	20803
843	people.deceased_person.place_of_death	4094
3833	people.deceased_person.place_of_death	4174
2241	film.distributor.film	7073
3750	people.person.place_of_birth	4536
52	taggedAs	17671
3076	music.artist.origin	4093
3132	film.person_or_entity_appearing_in_film.film	6456
269	taggedAs	10602
2270	taggedAs	9675
1392	taggedAs	13913
3738	games.publisher.games_published	5371
2116	taggedAs	12116
257	taggedAs	18789
158	taggedAs	10188
633	film.person_or_entity_appearing_in_film.film	4759
101	taggedAs	9679
60	taggedAs	18092
2434	taggedAs	9452
2364	music.artist.origin	5213
68	people.person.place_of_birth	5411
560	taggedAs	9550
3109	taggedAs	9531
902	taggedAs	9491
2241	film.distributor.film	4988
3347	taggedAs	9556
160	taggedAs	9555
3827	film.person_or_entity_appearing_in_film.film	8704
3413	music.artist.origin	4732
2856	taggedAs	9382
2782	music.artist.origin	4010
63	taggedAs	9796
3471	music.artist.origin	5213
293	taggedAs	19309
386	film.actor.film	8208
975	taggedAs	9673
818	taggedAs	9377
79	film.person_or_entity_appearing_in_film.film	7379
319	film.film.language	4076
1963	taggedAs	12898
3673	taggedAs	9931
1154	film.person_or_entity_appearing_in_film.film	4614
393	music.artist.origin	4521
3609	music.artist.origin	5106
187	event.agent.performance	4898
1905	taggedAs	10157
2241	film.production_company.film	5038
302	taggedAs	9574
125	taggedAs	9580
1842	taggedAs	16616
2122	film.person_or_entity_appearing_in_film.film	7772
232	taggedAs	11135
2775	music.artist.origin	5623
208	taggedAs	9570
3705	taggedAs	9456
52	taggedAs	10440
1816	film.person_or_entity_appearing_in_film.film	8552
3705	taggedAs	9668
993	people.person.place_of_birth	4496
497	taggedAs	9388
258	taggedAs	10957
997	film.actor.film	4311
2241	film.production_company.film	4247
1860	taggedAs	9595
681	film.actor.film	8377
453	film.actor.film	7868
119	taggedAs	9442
2920	music.artist.origin	3946
2637	film.film.actor	5214
1725	taggedAs	9386
1067	taggedAs	11336
732	taggedAs	10188
2487	film.actor.film	9009
1026	taggedAs	10450
533	taggedAs	12598
1443	taggedAs	9491
2562	film.person_or_entity_appearing_in_film.film	4283
997	film.person_or_entity_appearing_in_film.film	6965
224	taggedAs	9410
224	taggedAs	21572
60	taggedAs	9556
257	taggedAs	10099
1833	taggedAs	10214
157	film.actor.film	5533
42	taggedAs	9365
1324	taggedAs	9685
2073	taggedAs	9734
552	music.artist.origin	7944
1526	film.person_or_entity_appearing_in_film.film	7689
2349	taggedAs	9455
1960	film.actor.film	4324
